artist,track,time,date.entered,week,position
Janet,Doesn't Really Matte...,4:17,2000-06-17,18,7
Jay-Z,Big Pimpin',3:55,2000-04-22,18,33
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,18,28
"Jean, Wyclef",911,4:00,2000-10-07,18,85
Joe,I Wanna Know,4:57,2000-01-01,18,11
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,18,49
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,18,4
Kandi,Don't Think I'm Not,3:50,2000-08-05,18,26
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,18,51
Kid Rock,Only God Knows Why,5:27,2000-02-19,18,62
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,18,99
Lil Bow Wow,Bounce With Me,3:22,2000-08-19,18,90
Limp Bizkit,Re-Arranged,4:08,1999-12-04,18,100
Lonestar,Amazed,4:25,1999-06-05,18,40
Lonestar,Smile,3:33,1999-12-18,18,78
Lonestar,What About Now,3:30,2000-06-10,18,60
"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,18,82
Lucy Pearl,Dance Tonight,3:45,2000-05-20,18,86
Ludacris,What's Your Fantasy,4:16,2000-09-30,18,34
M2M,Mirror Mirror,3:19,2000-04-01,18,96
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,18,92
Madonna,Music,3:45,2000-08-12,18,16
"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,18,93
"Martin, Ricky",She Bangs,4:02,2000-10-07,18,100
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,18,76
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,18,93
"McEntire, Reba",I'll Be,4:23,2000-05-13,18,91
"McEntire, Reba",What Do You Say,3:26,1999-10-30,18,60
"McGraw, Tim",My Best Friend,4:33,1999-11-27,18,41
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,18,53
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,18,46
Metallica,I Disappear,4:26,2000-05-13,18,95
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,18,83
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,18,17
Musiq,Just Friends,4:02,2000-10-14,18,54
Mya,Case Of The Ex (What...,3:50,2000-08-19,18,2
Mystikal,Shake Ya Ass,4:46,2000-08-12,18,30
N'Sync,Bye Bye Bye,3:15,2000-01-29,18,12
N'Sync,It's Gonna Be Me,3:10,2000-05-06,18,10
N'Sync,This I Promise You,4:23,2000-09-30,18,12
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,18,11
Next,Wifey,4:03,2000-05-27,18,12
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,18,9
"Paisley, Brad",We Danced,3:45,2000-10-14,18,84
Papa Roach,Last Resort,3:19,2000-07-29,18,64
Pink,Most Girls,4:06,2000-08-12,18,8
Pink,There U Go,3:23,2000-03-04,18,10
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,18,85
Profyle,Liar,3:57,2000-09-16,18,81
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,18,65
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,18,66
Red Hot Chili Peppers,Californication,5:21,2000-07-29,18,89
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,18,16
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,18,43
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,18,79
"Rimes, LeAnn",I Need You,3:42,2000-05-27,18,16
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,18,84
Ruff Endz,No More,3:56,2000-07-01,18,23
Sammie,I Like It,4:09,2000-01-29,18,93
Santana,"Maria, Maria",4:18,2000-02-12,18,1
Savage Garden,Crash And Burn,4:41,2000-04-08,18,63
Savage Garden,I Knew I Loved You,4:07,1999-10-23,18,2
SheDaisy,I Will.. But,3:40,2000-07-15,18,81
Sisqo,Got To Get It,3:52,1999-11-20,18,82
Sisqo,Incomplete,3:52,2000-06-24,18,10
Sisqo,Thong Song,4:05,2000-01-29,18,3
Sister Hazel,Change Your Mind,4:02,2000-07-15,18,98
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,18,23
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,18,32
Sonique,It Feels So Good,3:48,2000-01-22,18,14
SoulDecision,Faded,3:25,2000-07-08,18,34
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,18,92
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,18,85
Sting,Desert Rose,3:52,2000-05-13,18,19
"Strait, George",Go On,3:48,2000-08-26,18,88
"Strait, George",The Best Day,3:24,2000-01-29,18,49
Sugar Ray,Falls Apart,4:15,2000-01-15,18,97
Third Eye Blind,Never Let You Go,3:57,2000-01-22,18,25
"Thomas, Carl",Emotional,4:31,2000-11-25,18,82
"Thomas, Carl",I Wish,3:50,2000-03-25,18,44
"Tippin, Aaron",Kiss This,2:53,2000-08-26,18,92
Train,Meet Virginia,3:55,1999-10-09,18,24
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,18,31
"Vassar, Phil",Carlene,4:07,2000-03-04,18,96
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,18,70
Vertical Horizon,Everything You Want,4:01,2000-01-22,18,6
Vertical Horizon,You're A God,3:45,2000-08-26,18,41
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,18,94
Westlife,Swear It Again,4:07,2000-04-01,18,33
"Williams, Robbie",Angels,3:56,1999-11-20,18,89
"Wills, Mark",Back At One,4:00,2000-01-15,18,99
matchbox twenty,Bent,4:12,2000-04-29,18,3
3 Doors Down,Kryptonite,3:53,2000-04-08,19,18
3 Doors Down,Loser,4:24,2000-10-21,19,73
98^0,Give Me Just One Nig...,3:24,2000-08-19,19,93
Aaliyah,I Don't Wanna,4:15,2000-01-29,19,83
Aaliyah,Try Again,4:03,2000-03-18,19,3
"Adams, Yolanda",Open My Heart,5:30,2000-08-26,19,79
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,19,23
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,19,29
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,19,18
Alice Deejay,Better Off Alone,6:50,2000-04-08,19,79
Amber,Sexual,4:38,1999-07-17,19,95
"Anthony, Marc",My Baby You,3:59,2000-09-16,19,91
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,19,9
Avant,My First Love,4:28,2000-11-04,19,81
Avant,Separated,4:13,2000-04-29,19,40
BBMak,Back Here,3:35,2000-04-29,19,17
"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,19,62
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,19,23
"Badu, Erkyah",Bag Lady,5:03,2000-08-19,19,56
Baha Men,Who Let The Dogs Out,3:17,2000-07-22,19,78
Barenaked Ladies,Pinch Me,3:46,2000-09-09,19,21
"Black, Clint",Been There,5:28,2000-02-19,19,95
Blaque,Bring It All To Me,3:46,1999-10-23,19,15
Blink-182,All The Small Things,2:52,1999-12-04,19,18
Bon Jovi,It's My Life,3:44,2000-08-12,19,85
"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,19,12
"Braxton, Toni",Just Be A Man About ...,4:10,2000-07-29,19,89
"Brock, Chad",Yes!,3:22,2000-04-08,19,53
Brooks & Dunn,You'll Always Be Lov...,2:58,2000-06-10,19,98
"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,19,82
"Chesney, Kenny",I Lost It,3:54,2000-10-21,19,89
Common,The Light,3:55,2000-08-05,19,99
Counting Crows,Hanginaround,4:07,1999-11-06,19,61
Creed,Higher,5:16,1999-09-11,19,60
Creed,With Arms Wide Open,3:52,2000-05-13,19,19
DMX,Party Up (Up In Here...,3:45,2000-02-26,19,44
DMX,What You Want,4:05,2000-07-01,19,99
Da Brat,What'Chu Like,3:57,2000-06-03,19,68
"Davidson, Clay",Unconditional,3:56,2000-03-25,19,63
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,19,1
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,19,3
Destiny's Child,Say My Name,4:31,1999-12-25,19,5
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,19,7
"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,19,59
"Dixie Chicks, The",Without You,3:32,2000-10-07,19,51
Dr. Dre,Forgot About Dre,3:42,2000-01-22,19,80
Dr. Dre,The Next Episode,2:38,2000-05-27,19,52
Dream,He Loves U Not,3:43,2000-09-30,19,7
Eiffel 65,Blue,3:29,1999-12-11,19,76
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,19,23
Eminem,The Real Slim Shady,4:42,2000-05-06,19,98
"Evans, Sara",Born To Fly,5:36,2000-10-21,19,81
Everclear,Wonderful,4:30,2000-07-08,19,36
Filter,Take A Picture,4:23,1999-11-27,19,31
Foo Fighters,Learn To Fly,3:55,1999-10-16,19,35
"Gilman, Billy",One Voice,4:07,2000-06-17,19,97
Goo Goo Dolls,Broadway,3:54,2000-04-22,19,85
"Gray, Macy",I Try,3:52,2000-02-19,19,14
"Griggs, Andy",She's More,3:19,2000-03-11,19,77
"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,19,83
"Henley, Don",Taking You Home,4:08,2000-06-24,19,87
"Hill, Faith",Breathe,4:04,1999-11-06,19,3
"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,19,4
IMx,Stay The Night,3:37,1999-10-09,19,79
"Iglesias, Enrique",Be With You,3:36,2000-04-01,19,24
Ja Rule,Between Me And You,4:05,2000-09-16,19,42
"Jackson, Alan",It Must Be Love,2:53,2000-06-24,19,84
Jagged Edge,He Can't Love U,3:30,1999-12-11,19,69
Jagged Edge,Let's Get Married,4:23,2000-05-06,19,21
Janet,Doesn't Really Matte...,4:17,2000-06-17,19,8
Jay-Z,Big Pimpin',3:55,2000-04-22,19,41
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,19,29
"Jean, Wyclef",911,4:00,2000-10-07,19,96
Joe,I Wanna Know,4:57,2000-01-01,19,11
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,19,55
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,19,7
Kandi,Don't Think I'm Not,3:50,2000-08-05,19,25
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,19,52
Kid Rock,Only God Knows Why,5:27,2000-02-19,19,69
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,19,99
Lil Bow Wow,Bounce With Me,3:22,2000-08-19,19,99
Lonestar,Amazed,4:25,1999-06-05,19,43
Lonestar,Smile,3:33,1999-12-18,19,85
Lonestar,What About Now,3:30,2000-06-10,19,61
"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,19,96
Lucy Pearl,Dance Tonight,3:45,2000-05-20,19,92
Ludacris,What's Your Fantasy,4:16,2000-09-30,19,32
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,19,90
Madonna,Music,3:45,2000-08-12,19,20
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,19,84
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,19,92
"McEntire, Reba",I'll Be,4:23,2000-05-13,19,94
"McEntire, Reba",What Do You Say,3:26,1999-10-30,19,68
"McGraw, Tim",My Best Friend,4:33,1999-11-27,19,46
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,19,58
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,19,51
Metallica,I Disappear,4:26,2000-05-13,19,89
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,19,74
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,19,17
Musiq,Just Friends,4:02,2000-10-14,19,58
Mya,Case Of The Ex (What...,3:50,2000-08-19,19,3
Mystikal,Shake Ya Ass,4:46,2000-08-12,19,42
N'Sync,Bye Bye Bye,3:15,2000-01-29,19,18
N'Sync,It's Gonna Be Me,3:10,2000-05-06,19,13
N'Sync,This I Promise You,4:23,2000-09-30,19,20
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,19,11
Next,Wifey,4:03,2000-05-27,19,21
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,19,11
"Paisley, Brad",We Danced,3:45,2000-10-14,19,83
Papa Roach,Last Resort,3:19,2000-07-29,19,57
Pink,Most Girls,4:06,2000-08-12,19,11
Pink,There U Go,3:23,2000-03-04,19,10
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,19,93
Profyle,Liar,3:57,2000-09-16,19,94
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,19,72
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,19,73
Red Hot Chili Peppers,Californication,5:21,2000-07-29,19,97
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,19,19
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,19,56
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,19,87
"Rimes, LeAnn",I Need You,3:42,2000-05-27,19,19
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,19,88
Ruff Endz,No More,3:56,2000-07-01,19,21
Sammie,I Like It,4:09,2000-01-29,19,91
Santana,"Maria, Maria",4:18,2000-02-12,19,8
Savage Garden,Crash And Burn,4:41,2000-04-08,19,73
Savage Garden,I Knew I Loved You,4:07,1999-10-23,19,1
SheDaisy,I Will.. But,3:40,2000-07-15,19,85
Sisqo,Got To Get It,3:52,1999-11-20,19,88
Sisqo,Incomplete,3:52,2000-06-24,19,9
Sisqo,Thong Song,4:05,2000-01-29,19,4
Sister Hazel,Change Your Mind,4:02,2000-07-15,19,96
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,19,24
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,19,37
Sonique,It Feels So Good,3:48,2000-01-22,19,17
SoulDecision,Faded,3:25,2000-07-08,19,31
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,19,86
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,19,90
Sting,Desert Rose,3:52,2000-05-13,19,24
"Strait, George",Go On,3:48,2000-08-26,19,95
"Strait, George",The Best Day,3:24,2000-01-29,19,53
Sugar Ray,Falls Apart,4:15,2000-01-15,19,98
Third Eye Blind,Never Let You Go,3:57,2000-01-22,19,27
"Thomas, Carl",Emotional,4:31,2000-11-25,19,91
"Thomas, Carl",I Wish,3:50,2000-03-25,19,52
"Tippin, Aaron",Kiss This,2:53,2000-08-26,19,97
Train,Meet Virginia,3:55,1999-10-09,19,28
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,19,37
"Vassar, Phil",Carlene,4:07,2000-03-04,19,93
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,19,74
Vertical Horizon,Everything You Want,4:01,2000-01-22,19,7
Vertical Horizon,You're A God,3:45,2000-08-26,19,46
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,19,94
Westlife,Swear It Again,4:07,2000-04-01,19,45
"Williams, Robbie",Angels,3:56,1999-11-20,19,95
matchbox twenty,Bent,4:12,2000-04-29,19,4
3 Doors Down,Kryptonite,3:53,2000-04-08,20,14
3 Doors Down,Loser,4:24,2000-10-21,20,70
98^0,Give Me Just One Nig...,3:24,2000-08-19,20,94
Aaliyah,I Don't Wanna,4:15,2000-01-29,20,86
Aaliyah,Try Again,4:03,2000-03-18,20,4
"Adams, Yolanda",Open My Heart,5:30,2000-08-26,20,89
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,20,43
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,20,40
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,20,20
Alice Deejay,Better Off Alone,6:50,2000-04-08,20,86
Amber,Sexual,4:38,1999-07-17,20,88
"Anthony, Marc",My Baby You,3:59,2000-09-16,20,90
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,20,12
Avant,My First Love,4:28,2000-11-04,20,79
Avant,Separated,4:13,2000-04-29,20,51
BBMak,Back Here,3:35,2000-04-29,20,15
"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,20,70
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,20,26
"Badu, Erkyah",Bag Lady,5:03,2000-08-19,20,66
Baha Men,Who Let The Dogs Out,3:17,2000-07-22,20,84
Barenaked Ladies,Pinch Me,3:46,2000-09-09,20,34
"Black, Clint",Been There,5:28,2000-02-19,20,100
Blaque,Bring It All To Me,3:46,1999-10-23,20,15
Blink-182,All The Small Things,2:52,1999-12-04,20,23
Bon Jovi,It's My Life,3:44,2000-08-12,20,87
"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,20,10
"Braxton, Toni",Just Be A Man About ...,4:10,2000-07-29,20,90
"Brock, Chad",Yes!,3:22,2000-04-08,20,59
"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,20,89
"Chesney, Kenny",I Lost It,3:54,2000-10-21,20,92
Counting Crows,Hanginaround,4:07,1999-11-06,20,66
Creed,Higher,5:16,1999-09-11,20,61
Creed,With Arms Wide Open,3:52,2000-05-13,20,11
DMX,Party Up (Up In Here...,3:45,2000-02-26,20,46
DMX,What You Want,4:05,2000-07-01,20,100
Da Brat,What'Chu Like,3:57,2000-06-03,20,68
"Davidson, Clay",Unconditional,3:56,2000-03-25,20,83
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,20,2
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,20,3
Destiny's Child,Say My Name,4:31,1999-12-25,20,5
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,20,7
"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,20,59
"Dixie Chicks, The",Without You,3:32,2000-10-07,20,54
Dr. Dre,Forgot About Dre,3:42,2000-01-22,20,82
Dr. Dre,The Next Episode,2:38,2000-05-27,20,58
Dream,He Loves U Not,3:43,2000-09-30,20,9
Eiffel 65,Blue,3:29,1999-12-11,20,88
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,20,30
"Evans, Sara",Born To Fly,5:36,2000-10-21,20,86
Everclear,Wonderful,4:30,2000-07-08,20,39
Filter,Take A Picture,4:23,1999-11-27,20,42
Foo Fighters,Learn To Fly,3:55,1999-10-16,20,42
"Gill, Vince",Feels Like Love,4:13,2000-09-02,20,91
Goo Goo Dolls,Broadway,3:54,2000-04-22,20,87
"Gray, Macy",I Try,3:52,2000-02-19,20,16
"Griggs, Andy",She's More,3:19,2000-03-11,20,85
"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,20,89
"Henley, Don",Taking You Home,4:08,2000-06-24,20,87
"Hill, Faith",Breathe,4:04,1999-11-06,20,4
"Houston, Whitney",Could I Have This Ki...,3:54,2000-06-17,20,97
"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,20,6
IMx,Stay The Night,3:37,1999-10-09,20,78
"Iglesias, Enrique",Be With You,3:36,2000-04-01,20,28
Ja Rule,Between Me And You,4:05,2000-09-16,20,53
"Jackson, Alan",It Must Be Love,2:53,2000-06-24,20,89
Jagged Edge,He Can't Love U,3:30,1999-12-11,20,77
Jagged Edge,Let's Get Married,4:23,2000-05-06,20,23
Janet,Doesn't Really Matte...,4:17,2000-06-17,20,20
Jay-Z,Big Pimpin',3:55,2000-04-22,20,50
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,20,30
Joe,I Wanna Know,4:57,2000-01-01,20,14
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,20,62
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,20,10
Kandi,Don't Think I'm Not,3:50,2000-08-05,20,25
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,20,54
Kid Rock,Only God Knows Why,5:27,2000-02-19,20,78
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,20,100
Lonestar,Amazed,4:25,1999-06-05,20,50
Lonestar,Smile,3:33,1999-12-18,20,91
Lonestar,What About Now,3:30,2000-06-10,20,69
Ludacris,What's Your Fantasy,4:16,2000-09-30,20,35
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,20,97
Madonna,Music,3:45,2000-08-12,20,25
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,20,94
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,20,90
"McEntire, Reba",I'll Be,4:23,2000-05-13,20,100
"McEntire, Reba",What Do You Say,3:26,1999-10-30,20,71
"McGraw, Tim",My Best Friend,4:33,1999-11-27,20,49
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,20,62
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,20,59
Metallica,I Disappear,4:26,2000-05-13,20,95
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,20,74
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,20,23
Musiq,Just Friends,4:02,2000-10-14,20,68
Mya,Case Of The Ex (What...,3:50,2000-08-19,20,4
Mystikal,Shake Ya Ass,4:46,2000-08-12,20,58
N'Sync,Bye Bye Bye,3:15,2000-01-29,20,20
N'Sync,It's Gonna Be Me,3:10,2000-05-06,20,15
N'Sync,This I Promise You,4:23,2000-09-30,20,22
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,20,10
Next,Wifey,4:03,2000-05-27,20,25
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,20,12
"Paisley, Brad",We Danced,3:45,2000-10-14,20,86
Papa Roach,Last Resort,3:19,2000-07-29,20,72
Pink,Most Girls,4:06,2000-08-12,20,14
Pink,There U Go,3:23,2000-03-04,20,10
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,20,92
Profyle,Liar,3:57,2000-09-16,20,99
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,20,77
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,20,89
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,20,22
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,20,70
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,20,93
"Rimes, LeAnn",I Need You,3:42,2000-05-27,20,21
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,20,91
Ruff Endz,No More,3:56,2000-07-01,20,18
Sammie,I Like It,4:09,2000-01-29,20,89
Santana,"Maria, Maria",4:18,2000-02-12,20,15
Savage Garden,Crash And Burn,4:41,2000-04-08,20,87
Savage Garden,I Knew I Loved You,4:07,1999-10-23,20,2
SheDaisy,I Will.. But,3:40,2000-07-15,20,87
Sisqo,Got To Get It,3:52,1999-11-20,20,95
Sisqo,Incomplete,3:52,2000-06-24,20,14
Sisqo,Thong Song,4:05,2000-01-29,20,3
Sister Hazel,Change Your Mind,4:02,2000-07-15,20,98
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,20,25
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,20,26
Sonique,It Feels So Good,3:48,2000-01-22,20,19
SoulDecision,Faded,3:25,2000-07-08,20,34
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,20,90
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,20,96
Sting,Desert Rose,3:52,2000-05-13,20,26
"Strait, George",The Best Day,3:24,2000-01-29,20,62
Sugar Ray,Falls Apart,4:15,2000-01-15,20,100
Third Eye Blind,Never Let You Go,3:57,2000-01-22,20,33
"Thomas, Carl",Emotional,4:31,2000-11-25,20,99
"Thomas, Carl",I Wish,3:50,2000-03-25,20,67
"Tippin, Aaron",Kiss This,2:53,2000-08-26,20,99
Train,Meet Virginia,3:55,1999-10-09,20,30
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,20,45
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,20,79
Vertical Horizon,Everything You Want,4:01,2000-01-22,20,7
Vertical Horizon,You're A God,3:45,2000-08-26,20,48
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,20,95
Westlife,Swear It Again,4:07,2000-04-01,20,56
matchbox twenty,Bent,4:12,2000-04-29,20,5
3 Doors Down,Kryptonite,3:53,2000-04-08,21,12
Aaliyah,Try Again,4:03,2000-03-18,21,5
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,21,44
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,21,43
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,21,30
Amber,Sexual,4:38,1999-07-17,21,88
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,21,12
BBMak,Back Here,3:35,2000-04-29,21,18
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,21,32
Barenaked Ladies,Pinch Me,3:46,2000-09-09,21,44
Blaque,Bring It All To Me,3:46,1999-10-23,21,18
Blink-182,All The Small Things,2:52,1999-12-04,21,33
"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,21,11
Creed,With Arms Wide Open,3:52,2000-05-13,21,10
DMX,Party Up (Up In Here...,3:45,2000-02-26,21,43
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,21,3
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,21,4
Destiny's Child,Say My Name,4:31,1999-12-25,21,5
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,21,9
Dream,He Loves U Not,3:43,2000-09-30,21,10
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,21,38
Everclear,Wonderful,4:30,2000-07-08,21,45
Foo Fighters,Learn To Fly,3:55,1999-10-16,21,50
"Gill, Vince",Feels Like Love,4:13,2000-09-02,21,89
"Gray, Macy",I Try,3:52,2000-02-19,21,16
"Hill, Faith",Breathe,4:04,1999-11-06,21,4
"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,21,10
Jagged Edge,Let's Get Married,4:23,2000-05-06,21,24
Janet,Doesn't Really Matte...,4:17,2000-06-17,21,25
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,21,40
Joe,I Wanna Know,4:57,2000-01-01,21,11
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,21,5
Kandi,Don't Think I'm Not,3:50,2000-08-05,21,30
Ludacris,What's Your Fantasy,4:16,2000-09-30,21,41
Madonna,Music,3:45,2000-08-12,21,27
"McGraw, Tim",My Best Friend,4:33,1999-11-27,21,48
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,21,29
Mya,Case Of The Ex (What...,3:50,2000-08-19,21,4
N'Sync,Bye Bye Bye,3:15,2000-01-29,21,27
N'Sync,It's Gonna Be Me,3:10,2000-05-06,21,18
N'Sync,This I Promise You,4:23,2000-09-30,21,26
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,21,7
Next,Wifey,4:03,2000-05-27,21,35
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,21,14
Pink,Most Girls,4:06,2000-08-12,21,14
Pink,There U Go,3:23,2000-03-04,21,8
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,21,29
"Rimes, LeAnn",I Need You,3:42,2000-05-27,21,21
Ruff Endz,No More,3:56,2000-07-01,21,19
Santana,"Maria, Maria",4:18,2000-02-12,21,19
Savage Garden,I Knew I Loved You,4:07,1999-10-23,21,4
Sisqo,Incomplete,3:52,2000-06-24,21,17
Sisqo,Thong Song,4:05,2000-01-29,21,7
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,21,27
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,21,31
Sonique,It Feels So Good,3:48,2000-01-22,21,21
SoulDecision,Faded,3:25,2000-07-08,21,34
Sting,Desert Rose,3:52,2000-05-13,21,30
"Strait, George",Go On,3:48,2000-08-26,21,97
Third Eye Blind,Never Let You Go,3:57,2000-01-22,21,45
Train,Meet Virginia,3:55,1999-10-09,21,32
